step	generator	AUROC	TPR_at_1pct_FPR
5	mixtral-8x7b-instruct-v0.1	0.3590	0.0000
5	o3-mini	0.4694	0.0000
5	qwen1.5-72b-chat-8bit	0.2968	0.0000
5	text-bison-002	0.2533	0.0145
5	MACRO_AVG	0.4298	0.0104
5	GLOBAL_TPR_AT_1FPR	-	0.0078
10	deepseek-r1-distill-qwen-32b	0.9535	0.3774
10	falcon3-10b-instruct	0.9684	0.5752
10	gemini-1.5-pro	0.8686	0.2069
10	gemini-2.0-flash	0.9229	0.3669
10	gemini-pro	0.8251	0.0000
10	gemini-pro-paraphrase	0.8629	0.0000
10	gpt-3.5-turbo	0.9591	0.4750
10	gpt-4-turbo	0.9320	0.0794
10	gpt-4-turbo-paraphrase	0.8725	0.0000
10	gpt-4.5-preview	0.8958	0.1556
10	gpt-4o	0.9641	0.4785
10	gpt-4o-mini	0.9457	0.4393
10	llama-2-70b-chat	0.8866	0.0000
10	llama-2-7b-chat	0.8492	0.0000
10	llama-3.1-8b-instruct	0.8805	0.2152
10	llama-3.3-70b-instruct	0.9355	0.1667
10	ministral-8b-instruct-2410	0.9702	0.5252
10	mistral-7b-instruct-v0.2	0.8815	0.0000
10	mixtral-8x7b-instruct-v0.1	0.8639	0.0143
10	o3-mini	0.9310	0.3333
10	qwen1.5-72b-chat-8bit	0.9176	0.0476
10	text-bison-002	0.8841	0.0145
10	MACRO_AVG	0.9077	0.2032
10	GLOBAL_TPR_AT_1FPR	-	0.3084
15	deepseek-r1-distill-qwen-32b	0.9049	0.2736
15	falcon3-10b-instruct	0.9134	0.3628
15	gemini-1.5-pro	0.8384	0.2690
15	gemini-2.0-flash	0.8752	0.3237
15	gemini-pro	0.8136	0.0169
15	gemini-pro-paraphrase	0.8261	0.0143
15	gpt-3.5-turbo	0.9451	0.3700
15	gpt-4-turbo	0.8990	0.0159
15	gpt-4-turbo-paraphrase	0.8558	0.0000
15	gpt-4.5-preview	0.8726	0.1556
15	gpt-4o	0.9295	0.2775
15	gpt-4o-mini	0.9132	0.2477
15	llama-2-70b-chat	0.8393	0.0000
15	llama-2-7b-chat	0.8355	0.0000
15	llama-3.1-8b-instruct	0.8346	0.2025
15	llama-3.3-70b-instruct	0.9283	0.1667
15	ministral-8b-instruct-2410	0.9330	0.2950
15	mistral-7b-instruct-v0.2	0.8467	0.0147
15	mixtral-8x7b-instruct-v0.1	0.8212	0.0000
15	o3-mini	0.9009	0.2424
15	qwen1.5-72b-chat-8bit	0.8733	0.0000
15	text-bison-002	0.8551	0.0145
15	MACRO_AVG	0.8752	0.1483
15	GLOBAL_TPR_AT_1FPR	-	0.1812
20	deepseek-r1-distill-qwen-32b	0.9818	0.7736
20	falcon3-10b-instruct	0.9842	0.8496
20	gemini-1.5-pro	0.9136	0.5793
20	gemini-2.0-flash	0.9623	0.6043
20	gemini-pro	0.8719	0.0169
20	gemini-pro-paraphrase	0.9006	0.0571
20	gpt-3.5-turbo	0.9919	0.7750
20	gpt-4-turbo	0.9645	0.1587
20	gpt-4-turbo-paraphrase	0.9285	0.0508
20	gpt-4.5-preview	0.9393	0.4444
20	gpt-4o	0.9929	0.7751
20	gpt-4o-mini	0.9931	0.8178
20	llama-2-70b-chat	0.9020	0.0000
20	llama-2-7b-chat	0.8850	0.0000
20	llama-3.1-8b-instruct	0.9150	0.4810
20	llama-3.3-70b-instruct	0.9767	0.6481
20	ministral-8b-instruct-2410	0.9862	0.7842
20	mistral-7b-instruct-v0.2	0.9051	0.0000
20	mixtral-8x7b-instruct-v0.1	0.8849	0.0000
20	o3-mini	0.9862	0.7879
20	qwen1.5-72b-chat-8bit	0.9433	0.0159
20	text-bison-002	0.9265	0.0145
20	MACRO_AVG	0.9425	0.3925
20	GLOBAL_TPR_AT_1FPR	-	0.6042
25	deepseek-r1-distill-qwen-32b	0.9996	0.9906
25	falcon3-10b-instruct	0.9973	0.9912
25	gemini-1.5-pro	0.9601	0.8621
25	gemini-2.0-flash	0.9988	0.9640
25	gemini-pro	0.9377	0.1695
25	gemini-pro-paraphrase	0.9531	0.3000
25	gpt-3.5-turbo	0.9976	0.9600
25	gpt-4-turbo	0.9950	0.8571
25	gpt-4-turbo-paraphrase	0.9621	0.4068
25	gpt-4.5-preview	0.9852	0.8889
25	gpt-4o	0.9995	1.0000
25	gpt-4o-mini	0.9997	0.9907
25	llama-2-70b-chat	0.9569	0.2000
25	llama-2-7b-chat	0.9352	0.2222
25	llama-3.1-8b-instruct	0.9720	0.7848
25	llama-3.3-70b-instruct	0.9925	0.9444
25	ministral-8b-instruct-2410	0.9993	0.9856
25	mistral-7b-instruct-v0.2	0.9496	0.2206
25	mixtral-8x7b-instruct-v0.1	0.9286	0.2000
25	o3-mini	0.9998	0.9924
25	qwen1.5-72b-chat-8bit	0.9889	0.6667
25	text-bison-002	0.9752	0.4348
25	MACRO_AVG	0.9765	0.6833
25	GLOBAL_TPR_AT_1FPR	-	0.8374
30	deepseek-r1-distill-qwen-32b	1.0000	1.0000
30	falcon3-10b-instruct	0.9980	0.9912
30	gemini-1.5-pro	0.9628	0.8621
30	gemini-2.0-flash	0.9994	0.9712
30	gemini-pro	0.9845	0.6780
30	gemini-pro-paraphrase	0.9851	0.7286
30	gpt-3.5-turbo	0.9994	0.9800
30	gpt-4-turbo	1.0000	1.0000
30	gpt-4-turbo-paraphrase	0.9842	0.7288
30	gpt-4.5-preview	0.9867	0.8889
30	gpt-4o	1.0000	1.0000
30	gpt-4o-mini	1.0000	1.0000
30	llama-2-70b-chat	0.9934	0.8462
30	llama-2-7b-chat	0.9844	0.7083
30	llama-3.1-8b-instruct	0.9712	0.8101
30	llama-3.3-70b-instruct	0.9942	0.9444
30	ministral-8b-instruct-2410	0.9997	0.9928
30	mistral-7b-instruct-v0.2	0.9866	0.6912
30	mixtral-8x7b-instruct-v0.1	0.9753	0.6429
30	o3-mini	0.9998	0.9924
30	qwen1.5-72b-chat-8bit	0.9985	0.9524
30	text-bison-002	0.9973	0.9275
30	MACRO_AVG	0.9909	0.8790
30	GLOBAL_TPR_AT_1FPR	-	0.9356
35	deepseek-r1-distill-qwen-32b	0.9998	0.9906
35	falcon3-10b-instruct	0.9997	0.9912
35	gemini-1.5-pro	0.9717	0.8828
35	gemini-2.0-flash	1.0000	1.0000
35	gemini-pro	0.9922	0.7797
35	gemini-pro-paraphrase	0.9910	0.7571
35	gpt-3.5-turbo	0.9996	0.9750
35	gpt-4-turbo	1.0000	1.0000
35	gpt-4-turbo-paraphrase	0.9902	0.7627
35	gpt-4.5-preview	0.9990	0.9556
35	gpt-4o	1.0000	1.0000
35	gpt-4o-mini	1.0000	1.0000
35	llama-2-70b-chat	0.9964	0.8615
35	llama-2-7b-chat	0.9919	0.7083
35	llama-3.1-8b-instruct	0.9829	0.8228
35	llama-3.3-70b-instruct	0.9949	0.9815
35	ministral-8b-instruct-2410	0.9996	0.9784
35	mistral-7b-instruct-v0.2	0.9937	0.7206
35	mixtral-8x7b-instruct-v0.1	0.9845	0.6857
35	o3-mini	1.0000	1.0000
35	qwen1.5-72b-chat-8bit	0.9992	0.9524
35	text-bison-002	0.9987	0.9420
35	MACRO_AVG	0.9948	0.8976
35	GLOBAL_TPR_AT_1FPR	-	0.9477
40	deepseek-r1-distill-qwen-32b	0.9998	0.9906
40	falcon3-10b-instruct	0.9996	0.9912
40	gemini-1.5-pro	0.9800	0.9103
40	gemini-2.0-flash	1.0000	1.0000
40	gemini-pro	0.9856	0.6610
40	gemini-pro-paraphrase	0.9873	0.7000
40	gpt-3.5-turbo	0.9996	0.9900
40	gpt-4-turbo	0.9997	0.9841
40	gpt-4-turbo-paraphrase	0.9839	0.6949
40	gpt-4.5-preview	0.9985	0.9333
40	gpt-4o	1.0000	1.0000
40	gpt-4o-mini	1.0000	1.0000
40	llama-2-70b-chat	0.9931	0.8000
40	llama-2-7b-chat	0.9886	0.6667
40	llama-3.1-8b-instruct	0.9919	0.8608
40	llama-3.3-70b-instruct	0.9990	0.9815
40	ministral-8b-instruct-2410	0.9999	1.0000
40	mistral-7b-instruct-v0.2	0.9875	0.6618
40	mixtral-8x7b-instruct-v0.1	0.9837	0.6714
40	o3-mini	1.0000	1.0000
40	qwen1.5-72b-chat-8bit	0.9992	0.9683
40	text-bison-002	0.9975	0.9130
40	MACRO_AVG	0.9943	0.8809
40	GLOBAL_TPR_AT_1FPR	-	0.9619
45	deepseek-r1-distill-qwen-32b	0.9941	1.0000
45	falcon3-10b-instruct	0.9938	0.9912
45	gemini-1.5-pro	0.9675	0.8690
45	gemini-2.0-flash	0.9942	0.9784
45	gemini-pro	0.9839	0.2203
45	gemini-pro-paraphrase	0.9849	0.2286
45	gpt-3.5-turbo	0.9969	1.0000
45	gpt-4-turbo	0.9942	0.6349
45	gpt-4-turbo-paraphrase	0.9868	0.4068
45	gpt-4.5-preview	0.9832	0.2444
45	gpt-4o	0.9976	1.0000
45	gpt-4o-mini	0.9976	1.0000
45	llama-2-70b-chat	0.9886	0.3231
45	llama-2-7b-chat	0.9884	0.3194
45	llama-3.1-8b-instruct	0.9824	0.8418
45	llama-3.3-70b-instruct	0.9853	0.2593
45	ministral-8b-instruct-2410	0.9954	0.9928
45	mistral-7b-instruct-v0.2	0.9875	0.2206
45	mixtral-8x7b-instruct-v0.1	0.9853	0.3143
45	o3-mini	0.9943	0.9924
45	qwen1.5-72b-chat-8bit	0.9914	0.4603
45	text-bison-002	0.9910	0.3913
45	MACRO_AVG	0.9893	0.6222
45	GLOBAL_TPR_AT_1FPR	-	0.9667
50	deepseek-r1-distill-qwen-32b	0.9997	1.0000
50	falcon3-10b-instruct	0.9996	0.9912
50	gemini-1.5-pro	0.9844	0.9172
50	gemini-2.0-flash	0.9996	0.9928
50	gemini-pro	0.9871	0.6102
50	gemini-pro-paraphrase	0.9894	0.6571
50	gpt-3.5-turbo	0.9999	1.0000
50	gpt-4-turbo	0.9992	0.9524
50	gpt-4-turbo-paraphrase	0.9897	0.7627
50	gpt-4.5-preview	0.9985	0.9333
50	gpt-4o	0.9999	1.0000
50	gpt-4o-mini	0.9999	1.0000
50	llama-2-70b-chat	0.9953	0.8000
50	llama-2-7b-chat	0.9934	0.7500
50	llama-3.1-8b-instruct	0.9932	0.8987
50	llama-3.3-70b-instruct	0.9990	0.9630
50	ministral-8b-instruct-2410	0.9997	0.9928
50	mistral-7b-instruct-v0.2	0.9918	0.7059
50	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
50	o3-mini	0.9999	1.0000
50	qwen1.5-72b-chat-8bit	0.9997	0.9841
50	text-bison-002	0.9983	0.9130
50	MACRO_AVG	0.9957	0.8894
50	GLOBAL_TPR_AT_1FPR	-	0.9745
55	deepseek-r1-distill-qwen-32b	0.9997	1.0000
55	falcon3-10b-instruct	0.9996	0.9912
55	gemini-1.5-pro	0.9844	0.9172
55	gemini-2.0-flash	0.9996	0.9928
55	gemini-pro	0.9871	0.6102
55	gemini-pro-paraphrase	0.9894	0.6571
55	gpt-3.5-turbo	0.9999	1.0000
55	gpt-4-turbo	0.9992	0.9524
55	gpt-4-turbo-paraphrase	0.9897	0.7627
55	gpt-4.5-preview	0.9985	0.9333
55	gpt-4o	0.9999	1.0000
55	gpt-4o-mini	0.9999	1.0000
55	llama-2-70b-chat	0.9953	0.8000
55	llama-2-7b-chat	0.9934	0.7500
55	llama-3.1-8b-instruct	0.9932	0.8987
55	llama-3.3-70b-instruct	0.9990	0.9630
55	ministral-8b-instruct-2410	0.9997	0.9928
55	mistral-7b-instruct-v0.2	0.9918	0.7059
55	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
55	o3-mini	0.9999	1.0000
55	qwen1.5-72b-chat-8bit	0.9997	0.9841
55	text-bison-002	0.9983	0.9130
55	MACRO_AVG	0.9957	0.8894
55	GLOBAL_TPR_AT_1FPR	-	0.9745
60	deepseek-r1-distill-qwen-32b	0.9997	1.0000
60	falcon3-10b-instruct	0.9996	0.9912
60	gemini-1.5-pro	0.9844	0.9172
60	gemini-2.0-flash	0.9996	0.9928
60	gemini-pro	0.9871	0.6102
60	gemini-pro-paraphrase	0.9894	0.6571
60	gpt-3.5-turbo	0.9999	1.0000
60	gpt-4-turbo	0.9992	0.9524
60	gpt-4-turbo-paraphrase	0.9897	0.7627
60	gpt-4.5-preview	0.9985	0.9333
60	gpt-4o	0.9999	1.0000
60	gpt-4o-mini	0.9999	1.0000
60	llama-2-70b-chat	0.9953	0.8000
60	llama-2-7b-chat	0.9934	0.7500
60	llama-3.1-8b-instruct	0.9932	0.8987
60	llama-3.3-70b-instruct	0.9990	0.9630
60	ministral-8b-instruct-2410	0.9997	0.9928
60	mistral-7b-instruct-v0.2	0.9918	0.7059
60	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
60	o3-mini	0.9999	1.0000
60	qwen1.5-72b-chat-8bit	0.9997	0.9841
60	text-bison-002	0.9983	0.9130
60	MACRO_AVG	0.9957	0.8894
60	GLOBAL_TPR_AT_1FPR	-	0.9745
65	deepseek-r1-distill-qwen-32b	0.9997	1.0000
65	falcon3-10b-instruct	0.9996	0.9912
65	gemini-1.5-pro	0.9844	0.9172
65	gemini-2.0-flash	0.9996	0.9928
65	gemini-pro	0.9871	0.6102
65	gemini-pro-paraphrase	0.9894	0.6571
65	gpt-3.5-turbo	0.9999	1.0000
65	gpt-4-turbo	0.9992	0.9524
65	gpt-4-turbo-paraphrase	0.9897	0.7627
65	gpt-4.5-preview	0.9985	0.9333
65	gpt-4o	0.9999	1.0000
65	gpt-4o-mini	0.9999	1.0000
65	llama-2-70b-chat	0.9953	0.8000
65	llama-2-7b-chat	0.9934	0.7500
65	llama-3.1-8b-instruct	0.9932	0.8987
65	llama-3.3-70b-instruct	0.9990	0.9630
65	ministral-8b-instruct-2410	0.9997	0.9928
65	mistral-7b-instruct-v0.2	0.9918	0.7059
65	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
65	o3-mini	0.9999	1.0000
65	qwen1.5-72b-chat-8bit	0.9997	0.9841
65	text-bison-002	0.9983	0.9130
65	MACRO_AVG	0.9957	0.8894
65	GLOBAL_TPR_AT_1FPR	-	0.9745
70	deepseek-r1-distill-qwen-32b	0.9997	1.0000
70	falcon3-10b-instruct	0.9996	0.9912
70	gemini-1.5-pro	0.9844	0.9172
70	gemini-2.0-flash	0.9996	0.9928
70	gemini-pro	0.9871	0.6102
70	gemini-pro-paraphrase	0.9894	0.6571
70	gpt-3.5-turbo	0.9999	1.0000
70	gpt-4-turbo	0.9992	0.9524
70	gpt-4-turbo-paraphrase	0.9897	0.7627
70	gpt-4.5-preview	0.9985	0.9333
70	gpt-4o	0.9999	1.0000
70	gpt-4o-mini	0.9999	1.0000
70	llama-2-70b-chat	0.9953	0.8000
70	llama-2-7b-chat	0.9934	0.7500
70	llama-3.1-8b-instruct	0.9932	0.8987
70	llama-3.3-70b-instruct	0.9990	0.9630
70	ministral-8b-instruct-2410	0.9997	0.9928
70	mistral-7b-instruct-v0.2	0.9918	0.7059
70	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
70	o3-mini	0.9999	1.0000
70	qwen1.5-72b-chat-8bit	0.9997	0.9841
70	text-bison-002	0.9983	0.9130
70	MACRO_AVG	0.9957	0.8894
70	GLOBAL_TPR_AT_1FPR	-	0.9745
75	deepseek-r1-distill-qwen-32b	0.9997	1.0000
75	falcon3-10b-instruct	0.9996	0.9912
75	gemini-1.5-pro	0.9844	0.9172
75	gemini-2.0-flash	0.9996	0.9928
75	gemini-pro	0.9871	0.6102
75	gemini-pro-paraphrase	0.9894	0.6571
75	gpt-3.5-turbo	0.9999	1.0000
75	gpt-4-turbo	0.9992	0.9524
75	gpt-4-turbo-paraphrase	0.9897	0.7627
75	gpt-4.5-preview	0.9985	0.9333
75	gpt-4o	0.9999	1.0000
75	gpt-4o-mini	0.9999	1.0000
75	llama-2-70b-chat	0.9953	0.8000
75	llama-2-7b-chat	0.9934	0.7500
75	llama-3.1-8b-instruct	0.9932	0.8987
75	llama-3.3-70b-instruct	0.9990	0.9630
75	ministral-8b-instruct-2410	0.9997	0.9928
75	mistral-7b-instruct-v0.2	0.9918	0.7059
75	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
75	o3-mini	0.9999	1.0000
75	qwen1.5-72b-chat-8bit	0.9997	0.9841
75	text-bison-002	0.9983	0.9130
75	MACRO_AVG	0.9957	0.8894
75	GLOBAL_TPR_AT_1FPR	-	0.9745
80	deepseek-r1-distill-qwen-32b	0.9997	1.0000
80	falcon3-10b-instruct	0.9996	0.9912
80	gemini-1.5-pro	0.9844	0.9172
80	gemini-2.0-flash	0.9996	0.9928
80	gemini-pro	0.9871	0.6102
80	gemini-pro-paraphrase	0.9894	0.6571
80	gpt-3.5-turbo	0.9999	1.0000
80	gpt-4-turbo	0.9992	0.9524
80	gpt-4-turbo-paraphrase	0.9897	0.7627
80	gpt-4.5-preview	0.9985	0.9333
80	gpt-4o	0.9999	1.0000
80	gpt-4o-mini	0.9999	1.0000
80	llama-2-70b-chat	0.9953	0.8000
80	llama-2-7b-chat	0.9934	0.7500
80	llama-3.1-8b-instruct	0.9932	0.8987
80	llama-3.3-70b-instruct	0.9990	0.9630
80	ministral-8b-instruct-2410	0.9997	0.9928
80	mistral-7b-instruct-v0.2	0.9918	0.7059
80	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
80	o3-mini	0.9999	1.0000
80	qwen1.5-72b-chat-8bit	0.9997	0.9841
80	text-bison-002	0.9983	0.9130
80	MACRO_AVG	0.9957	0.8894
80	GLOBAL_TPR_AT_1FPR	-	0.9745
85	deepseek-r1-distill-qwen-32b	0.9997	1.0000
85	falcon3-10b-instruct	0.9996	0.9912
85	gemini-1.5-pro	0.9844	0.9172
85	gemini-2.0-flash	0.9996	0.9928
85	gemini-pro	0.9871	0.6102
85	gemini-pro-paraphrase	0.9894	0.6571
85	gpt-3.5-turbo	0.9999	1.0000
85	gpt-4-turbo	0.9992	0.9524
85	gpt-4-turbo-paraphrase	0.9897	0.7627
85	gpt-4.5-preview	0.9985	0.9333
85	gpt-4o	0.9999	1.0000
85	gpt-4o-mini	0.9999	1.0000
85	llama-2-70b-chat	0.9953	0.8000
85	llama-2-7b-chat	0.9934	0.7500
85	llama-3.1-8b-instruct	0.9932	0.8987
85	llama-3.3-70b-instruct	0.9990	0.9630
85	ministral-8b-instruct-2410	0.9997	0.9928
85	mistral-7b-instruct-v0.2	0.9918	0.7059
85	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
85	o3-mini	0.9999	1.0000
85	qwen1.5-72b-chat-8bit	0.9997	0.9841
85	text-bison-002	0.9983	0.9130
85	MACRO_AVG	0.9957	0.8894
85	GLOBAL_TPR_AT_1FPR	-	0.9745
90	deepseek-r1-distill-qwen-32b	0.9997	1.0000
90	falcon3-10b-instruct	0.9996	0.9912
90	gemini-1.5-pro	0.9844	0.9172
90	gemini-2.0-flash	0.9996	0.9928
90	gemini-pro	0.9871	0.6102
90	gemini-pro-paraphrase	0.9894	0.6571
90	gpt-3.5-turbo	0.9999	1.0000
90	gpt-4-turbo	0.9992	0.9524
90	gpt-4-turbo-paraphrase	0.9897	0.7627
90	gpt-4.5-preview	0.9985	0.9333
90	gpt-4o	0.9999	1.0000
90	gpt-4o-mini	0.9999	1.0000
90	llama-2-70b-chat	0.9953	0.8000
90	llama-2-7b-chat	0.9934	0.7500
90	llama-3.1-8b-instruct	0.9932	0.8987
90	llama-3.3-70b-instruct	0.9990	0.9630
90	ministral-8b-instruct-2410	0.9997	0.9928
90	mistral-7b-instruct-v0.2	0.9918	0.7059
90	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
90	o3-mini	0.9999	1.0000
90	qwen1.5-72b-chat-8bit	0.9997	0.9841
90	text-bison-002	0.9983	0.9130
90	MACRO_AVG	0.9957	0.8894
90	GLOBAL_TPR_AT_1FPR	-	0.9745
95	deepseek-r1-distill-qwen-32b	0.9997	1.0000
95	falcon3-10b-instruct	0.9996	0.9912
95	gemini-1.5-pro	0.9844	0.9172
95	gemini-2.0-flash	0.9996	0.9928
95	gemini-pro	0.9871	0.6102
95	gemini-pro-paraphrase	0.9894	0.6571
95	gpt-3.5-turbo	0.9999	1.0000
95	gpt-4-turbo	0.9992	0.9524
95	gpt-4-turbo-paraphrase	0.9897	0.7627
95	gpt-4.5-preview	0.9985	0.9333
95	gpt-4o	0.9999	1.0000
95	gpt-4o-mini	0.9999	1.0000
95	llama-2-70b-chat	0.9953	0.8000
95	llama-2-7b-chat	0.9934	0.7500
95	llama-3.1-8b-instruct	0.9932	0.8987
95	llama-3.3-70b-instruct	0.9990	0.9630
95	ministral-8b-instruct-2410	0.9997	0.9928
95	mistral-7b-instruct-v0.2	0.9918	0.7059
95	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
95	o3-mini	0.9999	1.0000
95	qwen1.5-72b-chat-8bit	0.9997	0.9841
95	text-bison-002	0.9983	0.9130
95	MACRO_AVG	0.9957	0.8894
95	GLOBAL_TPR_AT_1FPR	-	0.9745
100	deepseek-r1-distill-qwen-32b	0.9997	1.0000
100	falcon3-10b-instruct	0.9996	0.9912
100	gemini-1.5-pro	0.9844	0.9172
100	gemini-2.0-flash	0.9996	0.9928
100	gemini-pro	0.9871	0.6102
100	gemini-pro-paraphrase	0.9894	0.6571
100	gpt-3.5-turbo	0.9999	1.0000
100	gpt-4-turbo	0.9992	0.9524
100	gpt-4-turbo-paraphrase	0.9897	0.7627
100	gpt-4.5-preview	0.9985	0.9333
100	gpt-4o	0.9999	1.0000
100	gpt-4o-mini	0.9999	1.0000
100	llama-2-70b-chat	0.9953	0.8000
100	llama-2-7b-chat	0.9934	0.7500
100	llama-3.1-8b-instruct	0.9932	0.8987
100	llama-3.3-70b-instruct	0.9990	0.9630
100	ministral-8b-instruct-2410	0.9997	0.9928
100	mistral-7b-instruct-v0.2	0.9918	0.7059
100	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
100	o3-mini	0.9999	1.0000
100	qwen1.5-72b-chat-8bit	0.9997	0.9841
100	text-bison-002	0.9983	0.9130
100	MACRO_AVG	0.9957	0.8894
100	GLOBAL_TPR_AT_1FPR	-	0.9745
105	deepseek-r1-distill-qwen-32b	0.9997	1.0000
105	falcon3-10b-instruct	0.9996	0.9912
105	gemini-1.5-pro	0.9844	0.9172
105	gemini-2.0-flash	0.9996	0.9928
105	gemini-pro	0.9871	0.6102
105	gemini-pro-paraphrase	0.9894	0.6571
105	gpt-3.5-turbo	0.9999	1.0000
105	gpt-4-turbo	0.9992	0.9524
105	gpt-4-turbo-paraphrase	0.9897	0.7627
105	gpt-4.5-preview	0.9985	0.9333
105	gpt-4o	0.9999	1.0000
105	gpt-4o-mini	0.9999	1.0000
105	llama-2-70b-chat	0.9953	0.8000
105	llama-2-7b-chat	0.9934	0.7500
105	llama-3.1-8b-instruct	0.9932	0.8987
105	llama-3.3-70b-instruct	0.9990	0.9630
105	ministral-8b-instruct-2410	0.9997	0.9928
105	mistral-7b-instruct-v0.2	0.9918	0.7059
105	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
105	o3-mini	0.9999	1.0000
105	qwen1.5-72b-chat-8bit	0.9997	0.9841
105	text-bison-002	0.9983	0.9130
105	MACRO_AVG	0.9957	0.8894
105	GLOBAL_TPR_AT_1FPR	-	0.9745
110	deepseek-r1-distill-qwen-32b	0.9997	1.0000
110	falcon3-10b-instruct	0.9996	0.9912
110	gemini-1.5-pro	0.9844	0.9172
110	gemini-2.0-flash	0.9996	0.9928
110	gemini-pro	0.9871	0.6102
110	gemini-pro-paraphrase	0.9894	0.6571
110	gpt-3.5-turbo	0.9999	1.0000
110	gpt-4-turbo	0.9992	0.9524
110	gpt-4-turbo-paraphrase	0.9897	0.7627
110	gpt-4.5-preview	0.9985	0.9333
110	gpt-4o	0.9999	1.0000
110	gpt-4o-mini	0.9999	1.0000
110	llama-2-70b-chat	0.9953	0.8000
110	llama-2-7b-chat	0.9934	0.7500
110	llama-3.1-8b-instruct	0.9932	0.8987
110	llama-3.3-70b-instruct	0.9990	0.9630
110	ministral-8b-instruct-2410	0.9997	0.9928
110	mistral-7b-instruct-v0.2	0.9918	0.7059
110	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
110	o3-mini	0.9999	1.0000
110	qwen1.5-72b-chat-8bit	0.9997	0.9841
110	text-bison-002	0.9983	0.9130
110	MACRO_AVG	0.9957	0.8894
110	GLOBAL_TPR_AT_1FPR	-	0.9745
115	deepseek-r1-distill-qwen-32b	0.9997	1.0000
115	falcon3-10b-instruct	0.9996	0.9912
115	gemini-1.5-pro	0.9844	0.9172
115	gemini-2.0-flash	0.9996	0.9928
115	gemini-pro	0.9871	0.6102
115	gemini-pro-paraphrase	0.9894	0.6571
115	gpt-3.5-turbo	0.9999	1.0000
115	gpt-4-turbo	0.9992	0.9524
115	gpt-4-turbo-paraphrase	0.9897	0.7627
115	gpt-4.5-preview	0.9985	0.9333
115	gpt-4o	0.9999	1.0000
115	gpt-4o-mini	0.9999	1.0000
115	llama-2-70b-chat	0.9953	0.8000
115	llama-2-7b-chat	0.9934	0.7500
115	llama-3.1-8b-instruct	0.9932	0.8987
115	llama-3.3-70b-instruct	0.9990	0.9630
115	ministral-8b-instruct-2410	0.9997	0.9928
115	mistral-7b-instruct-v0.2	0.9918	0.7059
115	mixtral-8x7b-instruct-v0.1	0.9888	0.7429
115	o3-mini	0.9999	1.0000
115	qwen1.5-72b-chat-8bit	0.9997	0.9841
115	text-bison-002	0.9983	0.9130
115	MACRO_AVG	0.9957	0.8894
115	GLOBAL_TPR_AT_1FPR	-	0.9745
120	deepseek-r1-distill-qwen-32b	0.9997	1.0000
